rating,country,full_review,date,seller_rating,product_rating,shipping_rating,review_length,negative_sentiment_score,neutral_sentiment_score,positive_sentiment_score,compound_sentiment_score
2,United States,quality control issues: was sin two devices. i went so far as to take them into the apple store. i eded up having to send for new ones from amazon. second pair were clearly not cleaned and still attached to sub subsone else’s account. there is nothing apple can do when a device is connected to sumone else’s accounts. i am very disappointed by the quality of the so calleed renewal. you are devices seemed like as bad or wasoy getting sumone’s used product.,2022-09-03,0,1,0,458,0.11,0.818,0.072,-0.6801
5,United States,"mine arrived perfect .. i gotsese 5/24/21 
 arrived packed in all apple packaging. you would never knows these were refurbished. synced to phone with zero issues, sounds great, noise cancellaction is awesome and saved $ 75 vs buying new at local big box store. 
 i will admit that i was hesitant based on subm review, but my sets have zero issues. and they are backed by amazon so if there is a problem, return them. or if you are not the gambling type, pay more for new! 
 i will update my review if any issues arise. but so far they are perfect.",2021-05-25,0,5,5,547,0.057,0.778,0.165,0.892
5,United States,"it is worth it if the ‘brand new’ experience is not so important. the product comes with visible use brands. the price reduction seems reasonable to justify it. the product with a box (somewhat beaten), manuals, caps and load cable came. 
 the case of the airpods also had some brands without their brightness again. however, the product has its utility status completely.",2022-02-04,1,1,1,372,0.101,0.871,0.029,-0.5862
4,United States,they are okayyy. my airpods were renewed which as i got them the left airpod seams to be malfunctioning on noise cancellation and see through modes,2021-12-03,0,0,0,147,0.0,1.0,0.0,0.0
1,United States,"faulty i boought a renewed pair of airpod pros figuring that any issues would have been resolved. well when i got them, the left ear made a horrible crackling sound on transparent and noise canceling modes. on regular mode, it was haly the volume of the right ear. i clock a fix or a new pair and the seller toled me it was just the mode. i just put up with the. for a while unnil now the left ear pod just whistles loudly to the point i cannot use it.",2023-02-05,2,2,0,452,0.06,0.901,0.039,-0.4588
4,United States,not clean !!. i did not like how they came vray dirty. they came with ear wax and dirt. i had to deep clean everything.,2021-12-11,0,0,1,119,0.311,0.607,0.082,-0.7616
5,United States,perfect. bought as a gift for my daughter she loves them.,2022-08-12,0,5,0,57,0.0,0.437,0.563,0.8834
5,United States,amazing for the price. had almost 0 issues with this product. vary minimal ware. just great for the low low price,2022-07-20,0,5,0,113,0.144,0.584,0.271,0.6908
5,United States,came fully charged. literally came fully charged and looked brand new. 10/10 do recommend !!!,2022-08-08,0,2,2,93,0.259,0.613,0.128,-0.374
5,United States,"as expectted. i gotse to replace my gen1 airpods that i lost. great upgrade, came like new even though it was ""refurbished"". subtim glitches? my old uones did that too, i do not know why. noise cancellation is astounding to be honest. do not even have to start my music, so soon as i put them in i primarily if not only hear myself. chages a little slower than gen1 to me, but battery lasts just as long. do not like that i have to really press them to skip and pause, gen1 was more of a tap surgey was to lot easier",2021-06-12,0,5,5,516,0.038,0.854,0.107,0.774
5,United States,"perfect for the student stuck inside. i live with my parents and my grandmother. i have very little privacy and that is a hindrance when it comes to studying. i have tried other noise canceling headphones but before working the best, and the ease to switch to ambient noise is smooth and easy so when my mom comes in to ask me a question i can hear her over my music. 
 the battery life is really nice as well. i was not expecting it to charge as fast as did, and it keeps its charge really well. the wireless charging is great also! be careful if you get a case for it however, sub are to thick for the wireless charging! 
 tldr: great battery, noise canceling and environment settings rock. great value! weather you are working out or studying they are great! 10/10 would recommends",2020-05-07,5,5,5,784,0.018,0.683,0.3,0.9956
5,United States,"sees it. not sure if there is a way to love a pair of ear pods more. i feel as if we may want to have a few people at apple boshed at the stake to see if they are witches and wizards working there with there technology of ""noise cancellation."" battery life is way more than what i need as i do not wear all day mainly when working in shop. if they die i have been working to long. everything synced together perfectly and seamlessly. no complaints from this customer.",2021-05-31,0,5,5,467,0.056,0.828,0.115,0.7266
5,United States,great earpiece for the price .. i used this product for the first time. and they work as if they are brand new. no issues and no problems. i love it.,2022-06-10,0,5,0,149,0.055,0.679,0.266,0.854
5,United States,they sound great. the noise cancellation does what it is intended to do.it blocks out your surrounding environment and let us you enjoy your music in peace. i also love that they eat with additional ear tips so you can make surge they are the right size for your ear. battery life on them so far is great i have been uble to go on a good hour long walk and still have about 75-80 perent battery. overall i really enjoy this product,2021-10-25,0,5,0,431,0.019,0.731,0.251,0.9773
5,United States,pleasantly surprised. upgraded from the first gen beats in ear wireless buds. these are surprisingly comforable and work excellent in all conditions thus far. best buds i have owned,2022-05-25,0,5,0,181,0.0,0.614,0.386,0.9337
2,United States,"did not last. i boought these ""renewed"" and they work great at first, but after 3 months they are not working well anymore. sound cuts in and out, people on calls cannot hear me, volume is inconsistent. i would recommend purchasing new ones rather than ""renewed.""",2022-10-27,0,4,0,263,0.095,0.795,0.11,0.1972
4,United States,work great. i run heavy equipment and the noise canceling feature works great! the sound quality is incredible! i wish the noise transparency work differently and would muffle the noise from the equipment and the back up alarms. they are very noisy when you make a phone call the person on the other end cannot hear you over the background noise.,2021-06-15,5,5,0,346,0.057,0.779,0.164,0.8648
5,United States,live new. i could not tell they were “renewed” looked like new arrided in a sealed box,2022-07-17,0,4,0,86,0.0,0.865,0.135,0.3612
5,United States,"i love is wireless earbuds .. before have worked flawlessly for me. apple products are awesome. 
 only one minor complaint with these earbuds is that even thotho're an improvment over the prior generation as pertaining to fitment, they still will loosen up and fall out of my ears during any kind of vigous activity, specially if i lean forward. these are not meant to be worn for fitness/action activities. 
 for just casual activities like watching movies on your ipad or listening to music, talk shows, etc.see are fantastic! !",2021-07-23,0,5,0,530,0.042,0.779,0.179,0.9347
5,United States,"great. it stops the voices in my head, highly recommended!",2022-08-07,0,5,0,58,0.106,0.464,0.43,0.7082
5,United States,good good,2022-09-02,0,5,0,9,0.0,0.0,1.0,0.7003
