username,rating,initial_statement,country,verified,review,usefulness,date,positive
Sean,2,Quality control issues: Was sent two defective devices.,United States,1,First Airpod pros would not connect to any devices. I went so far as to take them into the Apple store. I ended up having to send for new ones from Amazon. Second pair were clearly not cleaned and still attached to someone else’s account. There is nothing Apple can do when a device is connected to someone else’s account. I’m very disappointed by the quality of the so called renewal. These devices seemed like as bad or was then getting someone’s used product.,1,2022-09-03,0
mike,5,Mine arrived perfect.,United States,1,"I got these 5/24/21
Arrived packed in all original apple packaging. You'd never know these were refurbished. Synced to phone with zero issues, sounds great, noise cancellation is awesome and SAVED $75 VS BUYING NEW at local big box store.
I'll admit that I was hesitant based on some reviews, but my set have zero issues. And they're backed by Amazon so if there's a problem, return them. Or if you're not the gambling type, pay more for new!
I will update my review if any issues arise. But so far they are perfect.",4,2021-05-25,1
Jacob,5,Vale la pena si la experiencia ‘brand new’ no es tan importante,United States,1,"El producto llega con marcas de uso visibles. La reducción del precio me parece razonable para justificarlo. Llegó el producto con caja (algo golpeada), manuales, tapones y cable de carga.
El case de los AirPods también tenían algunas marcas sin su brillo de nuevo. Sin embargo, el producto tiene completo su estado de utilidad.",0,2022-02-04,1
brady shirel,4,They are okayyy,United States,1,My airpods were renewed which as I got them the left airpod seems to be malfunctioning on noise cancellation and see through modes,0,2021-12-03,1
Benjamin,1,Faulty,United States,1,"I bought a renewed pair of AirPod pros figuring that any issues would have been resolved. Well when I got them, the left ear made a horrible crackling sound on transparent and noise canceling modes. On regular mode, it was half the volume of the right ear. I requested a fix or a new pair and the seller told me it was just the mode. I just put up with the. For a while until now the left ear pod just whistles loudly to the point I can’t use it.",0,2023-02-05,0
Jude McDaniel,4,Not clean!!,United States,1,i didn’t like how they came very dirty. they came with ear wax and dirt. i had to deep clean everything.,0,2021-12-11,1
Alicia McCray,5,Perfect,United States,1,Bought as a gift for my daughter she loves them.,0,2022-08-12,1
Orion,5,Amazing for the price,United States,1,Had almost 0 issues with this product. Very minimal ware. Just great for the low low price,1,2022-07-20,1
Tiffany Chambers,5,Came fully charged,United States,1,Literally came fully charged and looked brand new. 10/10 do recommend!!!,0,2022-08-08,1
Lin B,5,As expected,United States,1,"I got these to replace my gen1 AirPods that I lost. Great upgrade, came like new even though it was “refurbished”. Glitches sometimes? My old ones did that too, idk why. Noise cancellation is astounding tbh. Don’t even have to start my music, as soon as I put them in I primarily if not only hear myself. Charges a little slower than gen1 to me, but battery lasts just as long. Don’t like that I have to really press them to skip and pause, gen1 was more of a tap which was a lot easier",0,2021-06-12,1
Kieva22,5,Perfect for the student stuck inside,United States,1,"I live with my parents and my grandmother. I have very little privacy and that’s a hindrance when it comes to studying. I have tried other noise canceling headphones but these work the best, and the ease to switch to ambient noise is smooth and easy so when my mom comes in to ask me a question I can hear her over my music.
The battery life is really nice as well. I was not expecting it to charge as fast as it did, and it keeps its charge really well. The wireless charging is great also! Be careful if you get a case for it however, some are to thick for the wireless charging!
TLDR: great battery, noise canceling and ambient settings rock. Great value! Weather you’re working out or studying they’re great! 10/10 would recommend",20,2020-05-07,1
Amber Jones,5,Love,United States,1,Not sure if there is a way to love a pair of ear pods more. I feel as if we may want to have have a few people at apple burned at the stake to see if they are witches and wizards working there with there technology of “noise cancelling”. Battery life is way more than what I need as I do not wear all day mainly when working in shop. If they die I have been working to long. Everything synced together perfectly and seamlessly. No complaints from this customer.,0,2021-05-31,1
Rafiq Nelson,5,Great Earpiece for the price.,United States,1,I used this product for the first time. And they work as if they are brand new. No issues and no problems. I love it.,0,2022-06-10,1
Martin Espino,5,They sound great,United States,1,The noise cancellation does what it is intended to do.It blocks out your surrounding environment and let’s you enjoy your music in peace. I also love that they come with additional ear tips so you can make sure they are the right size for your ear. Battery life on them so far is great I’ve been able to go on a good hour long walk and still have about 75-80 percent battery. Overall I really enjoy this product,0,2021-10-25,1
Chad,5,Pleasantly surprised,United States,1,Upgraded from the first gen beats in ear wireless buds. These are surprisingly comfortable and work excellent in all conditions thus far. Best buds I’ve owned,1,2022-05-25,1
Cicely,2,Did not last,United States,1,"I bought these ""renewed"" and they worked great at first, but after 3 months they are not working well anymore. Sound cuts in and out, people on calls can't hear me, volume is inconsistent. I would recommend purchasing new ones rather than ""renewed.""",0,2022-10-27,0
Kristopher Cicchetto,4,Work great,United States,1,I run heavy equipment and the noise canceling feature works great! The sound quality is incredible! I wish the noise transparency work differently and would muffle the noise from the equipment and the back up alarms. They’re very noisy when you make a phone call the person on the other end can’t hear you over the background noise.,0,2021-06-15,1
