username_name,username_rating,username_inital_statement,username_country,username_verified,username_review,username_usefulness
spookymadam,5.0 out of 5 stars,"Brand New, Fantastic","Reviewed in the United States 🇺🇸 on March 10, 2022",Verified Purchase,"I was very hesitant to purchase these AirPods Pro due to a lot of horrible reviews and photos that I saw. I went ahead and did it anyway. I’ve had them since March 4 and they are working perfectly. They sound amazing. I’ve had no issues. They arrived in perfect, brand new packaging with everything Apple. They were clean and brand new looking. Zero scratches. Let’s hope they continue to work and I do not regret my purchase",9 people found this helpful
Andres Castaño,5.0 out of 5 stars,Looks like new!,"Reviewed in the United States 🇺🇸 on September 22, 2022",Verified Purchase,The AirPods sounds great and looks like new,
RRH,5.0 out of 5 stars,Must have and price best @ Amazon,"Reviewed in the United States 🇺🇸 on August 19, 2022",Verified Purchase,"I love these, and this was a backup pair at this price vs. retail. A deal too good To pass up.",6 people found this helpful
Cameron l.,5.0 out of 5 stars,Best experience with a used product,"Reviewed in the United States 🇺🇸 on October 19, 2021",Verified Purchase,"What I received was a genuine pair of apple AirPod pros with original box and peripherals. The box was unfortunately taped with masking tape. (can’t take that off.)
I don’t know why the other reviewers said theirs were fake.
Pros: They are real genuine AirPods for a discounted price. The ones I received came with all contents in 100% condition. Nothing broke, stained, cracked or otherwise too dirty.
Cons: The reason someone returned it is because there’s a slight buzz in the left ear bud but it’s not noticeable when playing music unless it’s a bass heavy song/ sound.
All in all 9/10",
Corpus H. Mercado,5.0 out of 5 stars,Good workout,"Reviewed in the United States 🇺🇸 on October 8, 2022",Verified Purchase,Comfort,
Tra'Lyia Heads,5.0 out of 5 stars,I love it but…,"Reviewed in the United States 🇺🇸 on September 8, 2022",Verified Purchase,I don’t like how the tip doesn’t fit my ear. None of them does.,One person found this helpful
Amy Collins,5.0 out of 5 stars,Best headphones ever,"Reviewed in the United States 🇺🇸 on August 20, 2022",Verified Purchase,Awesome. Just like brand new. Sound is amazing and you can’t hear anything with them in. Stays charged for about 3 days,6 people found this helpful
Chanda Lawson,2.0 out of 5 stars,Just buy them brand new…,"Reviewed in the United States 🇺🇸 on December 11, 2022",Verified Purchase,I love the pros. I love the noise cancellation; you get to actually hear the music. But I bought these refurbished but the battery life is trash‼️ this was actually my second pair. I suggest you just buy them brand new.,
Jaxon,5.0 out of 5 stars,Best Renewed AirPods,"Reviewed in the United States 🇺🇸 on August 21, 2022",Verified Purchase,100% recommend these Renewed AirPods they are like new not a single scratch and mark and they sound incredible.,5 people found this helpful
Bree Castle,3.0 out of 5 stars,Still connected to previous owners account,"Reviewed in the United States 🇺🇸 on June 1, 2022",Verified Purchase,"Would have loved to keep them but they were still connected to the previous owners account. I got bounced around between the merchant, Amazon and apple on who could actually help me. Amazon was extremely helpful once I said I had already sought help elsewhere",
Danny C Fletcher,3.0 out of 5 stars,Battery life very short,"Reviewed in the United States 🇺🇸 on September 5, 2022",Verified Purchase,I wish I wouldn't of bought them.,
Denita Smothers,1.0 out of 5 stars,UNSAFE- Airpods still connected to someone else;s icloud and FInd My location- No way to remove this,"Reviewed in the United States 🇺🇸 on September 2, 2022",Verified Purchase,"These airpods were still connected to someone else's iCloud email and Find My location. The only way to remove this, per Apple, is to have the OWNER remove their email from the airpods. Of course, this should have been handled prior to shipping this to anyone else. As soon as I connected the airpods to my iphone, the original owner had my location. I promptly called Apple to correct this and was notified it had to be done prior to sending the AirPods and the only person who could remove is the owner. THey advised me to turn it off immediately, disconnect it from my icloud, and send it back to Amazon as there is no way to stop it from sharing with the previous owner.
I am VERY disappointed by this oversight as this is a HUGE safety concern. Who knows who I shared my homes address with. So disappointed in this. Beyond disappointed actually.
Prior to sending this out, there needs to be more care taken to completely remove the original owner. They HAD to have gotten the same notification I did when they connected these AirPods to another device to test prior to sending. To send it out anyway is irresponsible and dangerous. It's a tracking device for God's sake.
This is not okay.",6 people found this helpful
Frederick C.,3.0 out of 5 stars,Almost there,"Reviewed in the United States 🇺🇸 on December 26, 2021",Verified Purchase,"The reason I say almost there, is because I must have a deformity in my right ear. The left ear bud can be placed in and will play for six hours plus without any complications. The right earbud falls out within two hours. I have to Believe the problem is with my earbuds rather than the earbuds because of having no difficulty with the left one. What really constitutes a problem is that I am a quadriplegic and you cannot just simply pick it up and place it back in your ear. It becomes a pain for more than me after happening to summon help. Otherwise totally satisfied especially with battery life.",
Travis M,3.0 out of 5 stars,"Real, but had issues","Reviewed in the United States 🇺🇸 on June 16, 2022",Verified Purchase,"Had one ear bud not charging right out of the box, luckily they were legit (other people didn’t get so lucky) and still had a warranty through Apple they replaced it but still a big inconvenience.",
Gab M,5.0 out of 5 stars,Almost Perfect!,"Reviewed in the United States 🇺🇸 on February 9, 2021",Verified Purchase,"I love these! I have been using them since i got them; sometimes not even for music just to drown out background noises. The biggest benefits for me personally, are the noise canceling options and the button controls, instead of touch. Which was the bane of my existence at the time. The only thing I’m not too sure about; is the way the sleeves are connected. 3 times now I have taken out my earbuds and the sleeve (the squishy part that goes in your ear) was still in my ear. After taking the time to make sure they click in I haven’t had much issue. I have an Iphone so the connection is perfect every time. I recommend these for everyone compared to the old versions.",
JP,5.0 out of 5 stars,Excellent,"Reviewed in the United States 🇺🇸 on September 6, 2022",Verified Purchase,Good quality sound. Long battery life. Very satisfied with this purchase.,One person found this helpful
Zach Spear,5.0 out of 5 stars,don’t be scared of the bad reviews,"Reviewed in the United States 🇺🇸 on July 13, 2022",Verified Purchase,came in perfect condition with no visible flaws and works perfectly!! i was worried about the couple poor reviews but honestly could not be happier with the product.,
